citation,text
BGE 143 IV 316 E. 3.2,Bei Beginn der Strafuntersuchung sind die Anforderungen an den dringenden Tatverdacht geringer als in späteren Stadien. Im BGE 143 IV 316 S. 319 Laufe des Strafverfahrens ist ein immer strengerer Massstab an die Erheblichkeit und Konkretheit des Tatverdachts zu stellen. Nach Durchführung der in Betracht kommenden Untersuchungshandlungen muss eine Verurteilung als wahrscheinlich erscheinen (BGE 137 IV 122 E. 3.1 und
BGE 143 IV 330 E. 2.1,"Im Gegensatz zum erkennenden Sachrichter hat das Bundesgericht bei der Überprüfung des allgemeinen Haftgrundes des dringenden Tatverdachtes (Art. 221 Abs. 1 Ingress StPO) keine erschöpfende Abwägung sämtlicher belastender und entlastender Beweisergebnisse vorzunehmen. Macht ein Inhaftierter geltend, er befinde sich ohne ausreichenden Tatverdacht in strafprozessualer Haft, ist vielmehr zu prüfen, ob aufgrund der bisherigen Untersuchungsergebnisse genügend konkrete Anhaltspunkte für ein Verbrechen oder Vergehen und eine Beteiligung des Beschwerdeführers an dieser Tat vorliegen, die Strafbehörden somit das Bestehen eines dringenden Tatverdachts mit vertretbaren Gründen bejahen durften. Im Haftprüfungsverfahren genügt dabei der Nachweis von konkreten Verdachtsmomenten, wonach das untersuchte Verhalten mit erheblicher Wahrscheinlichkeit die fraglichen Tatbestandsmerkmale erfüllen könnte (vgl. BGE 137 IV 122 E. 3.2 S. 126; BGE 116 Ia 143 E. 3c S. 146). Das Beschleunigungsgebot in Haftsachen (Art. 31 Abs. 3-4 BV, Art. 5 Abs. 2 StPO) lässt hier nur wenig Raum für Beweismassnahmen. Auch über die gerichtliche Verwertbarkeit von Beweismitteln ist in der Regel noch nicht im Untersuchungsverfahren abschliessend zu entscheiden (BGE 141 IV 289 E. 1 S. 291 f. mit Hinweisen). Zur Frage des dringenden Tatverdachtes bzw. zur Schuldfrage hat das Bundesgericht weder ein eigentliches Beweisverfahren durchzuführen noch dem erkennenden Strafrichter vorzugreifen. Vorbehalten bleibt allenfalls die BGE 143 IV 330 S. 334 Abnahme eines liquiden Alibibeweises (vgl. BGE 137 IV 122 E. 3.2 S. 126 f.; BGE 124 I 208 E. 3 S. 210 mit Hinweisen). Bei Beschwerden, die gestützt auf das Recht der persönlichen Freiheit (Art. 10 Abs. 2, Art. 31 BV) wegen strafprozessualer Haft erhoben werden, prüft das Bundesgericht im Hinblick auf die Schwere des Eingriffes die Auslegung und Anwendung der StPO frei. Art. 98 BGG gelangt bei strafprozessualen Zwangsmassnahmen nicht zur Anwendung (BGE 140 IV 57 E. 2.2 S. 60; BGE 138 IV 186 E. 1.2 S. 189; BGE 137 IV 122 E. 2 S. 125, BGE 137 IV 340 E. 2.4 S. 346). Soweit jedoch reine Sachverhaltsfragen und damit Fragen der Beweiswürdigung zu beurteilen sind, greift das Bundesgericht nur ein, wenn die tatsächlichen Feststellungen der Vorinstanz offensichtlich unrichtig sind oder auf einer Rechtsverletzung im Sinne von Art. 95 BGG beruhen (Art. 97 Abs. 1 i.V.m. Art. 105 Abs. 2 BGG; BGE 135 I 71 E. 2.5 S. 73 f.)."
BGE 140 V 193 E. 3.2,"Aufgrund dieser tatsächlichen und rechtlichen Gegebenheiten hat die Rechtsprechung seit jeher die Aufgaben von Rechtsanwender und Arztperson im Rahmen der Invaliditätsbemessung wie folgt verteilt: Sache des (begutachtenden) Mediziners ist es erstens, den Gesundheitszustand zu beurteilen und wenn nötig seine Entwicklung im Laufe der Zeit zu beschreiben, d.h. mit den Mitteln fachgerechter ärztlicher Untersuchung unter Berücksichtigung der subjektiven Beschwerden die Befunde zu erheben und gestützt darauf die Diagnose zu stellen. Hiermit erfüllt der Sachverständige seine genuine Aufgabe, wofür Verwaltung und im Streitfall Gericht nicht kompetent sind (z.B. Urteil 9C_437/2012 vom 6. November 2012 E. 3.2). BGE 140 V 193 S. 196 Bei der Folgenabschätzung der erhobenen gesundheitlichen Beeinträchtigungen für die Arbeitsfähigkeit kommt der Arztperson hingegen keine abschliessende Beurteilungskompetenz zu. Vielmehr nimmt die Arztperson zur Arbeitsunfähigkeit Stellung, d.h. sie gibt eine Schätzung ab, welche sie aus ihrer Sicht so substanziell wie möglich begründet. Schliesslich sind die ärztlichen Angaben eine wichtige Grundlage für die juristische Beurteilung der Frage, welche Arbeitsleistungen der Person noch zugemutet werden können (so die mit BGE 105 V 156 E. 1 in fine S. 158 f. begründete und in zahllosen Urteilen bestätigte Rechtsprechung, z.B. BGE 132 V 93 E. 4 S. 99 f.). Nötigenfalls sind, in Ergänzung der medizinischen Unterlagen, für die Ermittlung des erwerblich nutzbaren Leistungsvermögens die Fachpersonen der beruflichen Integration und Berufsberatung einzuschalten (seit BGE 107 V 17 E. 2b S. 20 geltende Rechtsprechung, vgl. Urteil 8C_545/2012 vom 25. Januar 2013 E. 3.2.1, nicht publ. in: BGE 139 V 28). An dieser Rechtslage haben die von der Vorinstanz relevierten Schlussbestimmungen zur IV-Revision 6a mitsamt Materialien, wonach Depressionen nicht in deren Anwendungsbereich fallen sollen (AB 2010 N 2117 ff., 2011 S 39 f.), nichts geändert."
BGE 140 V 193 E. 3.2,"Gesagten nicht stand (Art. 95 lit. a BGG), weshalb das Bundesgericht an die entsprechenden Tatsachenfeststellungen nicht gebunden ist (Art. 97 Abs. 1 i.V.m. Art. 105 Abs. 2 BGG) und, da es sich um einen rechtlichen Mangel handelt, den entscheidwesentlichen Sachverhalt ausnahmsweise selber feststellt. Nach den Akten hat die Beschwerdegegnerin seit vielen Jahren an multiplen gesundheitlichen Beeinträchtigungen, insbesondere Schmerzen und einem chronisch rezidivierenden Zervikalsyndrom, gelitten, was zwar regelmässig zu Absenzen führte, sie aber nicht daran hinderte, ihre Arbeit in der Produktion der Firma B. GmbH als Justiererin zu verrichten, bevor sie ab 15. September 2008 z.T. 100 %, z.T. 50 % wegen ""Kopf- und Nackenschmerzen, Gyni OP, BGE 140 V 193 S. 197 Appendektomie"" (Meldeformular Früherfassung vom 26. Januar 2009) krankgeschrieben wurde. Jedenfalls hat vor Mitte September 2008 eine depressionsspezifische Behandlung nicht stattgefunden. Die Berichte weisen die bezüglich Schweregrad und rezidivierendem oder episodischem Charakter psychiatrisch kontrovers beurteilte Depression klar als therapeutisch angehbares reaktives Geschehen auf bestimmte belastende Lebensereignisse aus (Tod der Mutter am 17. Dezember 2008, fristlose Entlassung per 23. Dezember 2008 wegen unentschuldigten Fernbleibens von der Arbeit seit 9. Dezember 2008). Aus den Berichten ergibt sich ferner, dass die zumutbaren Behandlungsmöglichkeiten in keinem Zeitpunkt optimal und nachhaltig ausgeschöpft wurden. Es fehlt somit an einer konsequenten Depressionstherapie, deren Scheitern das Leiden als resistent ausweisen würde (Urteil 9C_667/2013 vom 29. April 2013 E. 4.3.2). Schliesslich ist das Beschwerdebild offensichtlich geprägt von Selbstlimitierung in Form passiv-aggressiven Verharrens in der Meinung, dass ""Therapeuten sie heilen sollen"" (Bericht Psychiatrie-Zentrum D. vom 29. Oktober 2009), mit konsekutiver Dekonditionierung, sodann von offensichtlichem sekundärem Krankheitsgewinn und von grossen Diskrepanzen zwischen Testergebnissen und objektiven Befunden, wofür sich keine psychiatrische Erklärung finden liess. Bei solchen Umständen auf einen rentenbegründenden Invaliditätsgrad zu schliessen ist auch mit Art. 7 Abs. 2 erster Satz ATSG unvereinbar, laut dem für die Beurteilung des Vorliegens einer Erwerbsunfähigkeit ausschliesslich die Folgen der gesundheitlichen Beeinträchtigung zu berücksichtigen sind. Sämtliche Vorbringen der Beschwerdegegnerin vermögen hieran nichts zu ändern."
BGE 128 III 76 E. 1b,"Il n'est fait exception à la règle qui précède que si le droit fédéral contient une norme dont le droit cantonal devait tenir compte et qui délimite les compétences cantonales (cf. ATF 125 III 461 consid. 2; ATF 119 II 297 consid. 4; ATF 115 II 237 consid. 1c; ATF 103 II 75 consid. 1). Il se pose dans ce contexte le problème de l'art. 44 LAA, puisque l'art. 44 al. 2 LAA prévoit que les dispositions spéciales sur la responsabilité civile contenues dans les lois fédérales et cantonales ne sont pas applicables. L'art. 44 al. 2 LAA restreint donc la possibilité pour les cantons de déroger au droit fédéral. En admettant qu'un recours immédiat soit ici possible (cf. art. 50 OJ), il ne peut qu'être rejeté. L'art. 44 al. 2 LAA exonère notamment l'employeur de sa responsabilité en raison d'un accident professionnel à l'égard de son employé qu'il a assuré conformément à la LAA, à la condition toutefois que l'accident n'ait pas été provoqué intentionnellement ou par une négligence grave. Lorsque l'employeur est une personne morale - comme c'est le cas en l'occurrence -, il faut lui imputer les actes de ses organes (art. 55 al. 2 CC). Le chef de l'exploitation était assurément un organe du canton dans la gestion de cet institut agricole. Or, il lui est précisément reproché de ne pas avoir donné des instructions adéquates et de ne pas avoir mis en place une surveillance appropriée. Les recourantes font valoir que le chef d'exploitation ne peut pas être présent partout et régler ou surveiller toutes les activités lui-même. Cependant, s'il a délégué ses compétences à son collaborateur, celui-ci devient, en raison de cette délégation, un organe de l'employeur. Toute autre construction juridique reviendrait à dire qu'il suffit d'avoir une structure hiérarchisée pour que la responsabilité de l'employeur se dilue, ce qui n'est pas acceptable. Il BGE 128 III 76 S. 81 faut rappeler que l'employeur est tenu d'assurer la sécurité de ses employés (art. 328 al. 2 CO). La cour cantonale a bien montré que ce travail avait été organisé en violant les règles de précaution les plus élémentaires et les organes du canton du Jura en sont responsables, dès lors qu'ils n'ont pas donné d'instructions adéquates ni mis en place une surveillance idoine. L'apprenti devait nettoyer le plafond sur un pont roulant d'une hauteur de 4 mètres qui n'était pas pourvu de barrières de protection ou d'un frein sur les roues; il effectuait son travail de lavage avec un appareil bruyant, propre à effrayer les jeunes taureaux qui se trouvaient dans l'écurie, alors que la prudence aurait commandé de les éloigner; ces animaux n'étaient pas gardés avec sûreté, ce qui ne pouvait pas échapper à des professionnels compétents. Du moment que l'accident était prévisible en raison de la manière dangereuse de procéder au nettoyage, les règles de précaution les plus élémentaires, dont le respect s'imposait à toute personne raisonnable placée dans la même situation, ont été violées (cf. ATF 119 II 443 consid. 2a; ATF 115 II 283 consid. 2a). En considérant dans de pareilles circonstances qu'il y avait faute grave imputable à l'employeur et que celui-ci ne pouvait se prévaloir de l'art. 44 LAA, la cour cantonale n'a pas transgressé le droit fédéral (cf., sur l'application de l'art. 44 LAA, arrêt 6S.542/1997 du 5 novembre 1997, consid. 3a). Le recours en réforme doit ainsi être rejeté dans la mesure où il est recevable."
BGE 134 III 151 E. 2.4,"Entsprechend darf das Gericht im Erkenntnisverfahren nur eine Zahlung in der geschuldeten Fremdwährung zusprechen (Loertscher, Commentaire Romand, N. 17 zu Art. 84 OR; Weber, Berner Kommentar, BGE 134 III 151 S. 156 N. 366 zu Art. 84 OR; SCHRANER, Zürcher Kommentar, N. 216 und 220 zu Art. 84 OR; GAUCH/SCHLUEP/SCHMID/REY, a.a.O., Rz. 2345; Alfred Koller, a.a.O., § 41 N. 35; Pierre Engel, a.a.O., S. 639; Rüetschi/Stauber, Die Durchsetzung von Fremdwährungsforderungen in der Praxis, BlSchK 2006 S. 44). Im Zusammenhang mit einem Vollstreckungsverfahren ist im Urteil ebenfalls die Betreibungssumme in Schweizer Franken aufzuführen, falls dafür der Rechtsvorschlag beseitigt werden soll. Dabei ist zu berücksichtigen, dass diese Umrechnung ausschliesslich vollstreckungsrechtlichen Zwecken dient, nachdem der Bestand des eingeklagten Anspruchs als Fremdwährungsforderung materiell beurteilt wurde. Ist die Betreibung bereits eingeleitet - was vorliegend nicht der Fall war -, kann das Rechtsbegehren bzw. das Urteil demnach einerseits auf Verurteilung des Beklagten zur Zahlung des geschuldeten Betrags in Fremdwährung lauten sowie andererseits auf Beseitigung des Rechtsvorschlags im Rahmen der in Schweizer Franken bezifferten Betreibungssumme (vgl. BGE 72 III 100 E. 3; BGE 68 III 91 S. 94 f.; Schraner, Zürcher Kommentar, N. 220 zu Art. 84 OR; Rüetschi/ Stauber, a.a.O., S. 57 f.; STAEHELIN, Basler Kommentar, N. 24 zu Art. 79 SchKG). Soweit das Bundesgericht in BGE 72 III 100 E. 3 S. 105 dafür gehalten hat, dass eine auf Schweizer Franken lautende Klage zur Geltendmachung einer Fremdwährungsschuld nicht von Bundesrechts wegen als eine eigentlich nicht geschuldete Leistung abzuweisen ist, so wird damit lediglich die Massgeblichkeit des kantonalen Prozessrechts für die Frage hervorgehoben, ob gestützt auf ein solches Begehren dennoch die eigentlich geschuldete Fremdwährung zugesprochen werden kann. Von dieser prozessrechtlichen Frage zu unterscheiden ist die vorliegend verneinte materiellrechtliche Frage, ob im Falle einer Fremdwährungsschuld nach Massgabe von Art. 84 OR auch eine Zahlung in Schweizer Franken zugesprochen werden kann."
BGE 134 III 151 E. 2.5,Die Darlehensschulden der Beschwerdeführerin gemäss den Darlehensverträgen vom
BGE 131 III 91 E. 5.2,"Selon l'art. 66 al. 1 OJ, l'autorité cantonale à laquelle une affaire est renvoyée peut tenir compte de nouveaux allégués en tant que la procédure civile cantonale le permet, mais elle est tenue de fonder sa nouvelle décision sur les considérants de droit de l'arrêt du Tribunal fédéral. Le juge auquel la cause est renvoyée voit donc sa cognition limitée par les motifs de l'arrêt de renvoi, en ce sens qu'il est lié par ce qui a été déjà tranché définitivement par le Tribunal fédéral (ATF 104 IV 276 consid. 3b p. 277; ATF 103 IV 73 consid. 1 p. 74) et par les constatations de fait qui n'ont pas été attaquées devant lui (ATF 104 IV 276 consid. 3d p. 278). Des faits nouveaux ne peuvent être pris en considération que sur les points qui ont fait l'objet du renvoi. Ceux-ci ne peuvent être ni étendus ni fixés sur une base juridique nouvelle. Il en découle aussi que le recourant qui a obtenu gain de cause en instance de réforme ne peut, dans la nouvelle procédure cantonale, subir une aggravation de sa position juridique; dans l'éventualité la plus désavantageuse pour lui, il devra s'accommoder du résultat que la partie adverse n'a pas attaqué (ATF 116 II 220 consid. 4a p. 222)."
BGE 131 III 106 E. 1.1,"Das Testament stellt eine einseitige, nicht empfangsbedürftige Willenserklärung dar. Bei seiner Auslegung ist der wirkliche Wille des Erblassers zu ermitteln. Auszugehen ist vom Wortlaut. Ergibt dieser für sich selbst betrachtet eine klare Aussage, entfallen weitere Abklärungen. Sind dagegen die testamentarischen Anordnungen so formuliert, dass sie ebenso gut im einen wie im andern Sinn verstanden werden können, oder lassen sich mit guten Gründen mehrere Auslegungen vertreten, dürfen ausserhalb der Testamentsurkunde liegende Beweismittel zur Auslegung herangezogen werden. Stets hat es jedoch bei der willensorientierten Auslegung zu bleiben; eine Auslegung nach dem am Erklärungsempfänger orientierten Vertrauensprinzip fällt ausser Betracht. Die Erben oder andere Bedachte haben keinen Anspruch auf Schutz ihres Verständnisses der letztwilligen Verfügung; es kommt mit andern Worten nicht darauf an, wie sie die Erklärung des Erblassers verstehen durften und mussten, sondern einzig darauf, was der Erblasser mit seiner Äusserung sagen wollte (zum Ganzen BGE 124 III 414 E. 3 S. 416 f.; BGE 117 II 142 E. 2a S. 144; BGE 115 II 323 E. 1a S. 325, mit Hinweisen)."
BGE 131 III 209 E. 5,"Das Obergericht hat es im Wesentlichen bei einem Verweis auf die kantonale Praxis, wonach das Besuchsrecht bei elterlichen Konflikten einzuschränken sei, bewenden lassen. Das Abstellen auf eine solche Praxis muss jedoch mit der in BGE 130 III 585 publizierten Rechtsprechung für den Fall, dass das Einvernehmen zwischen besuchsberechtigtem Elternteil und Kind gut ist, als überholt gelten. Die beiläufige Bemerkung im angefochtenen Urteil, C. halte sich sehr gerne bei seinem Vater auf, lässt darauf schliessen, dass dies vorliegend der Fall ist; zudem lässt sich dem erstinstanzlichen Urteil in Ergänzung der obergerichtlichen Sachverhaltsfeststellungen (Art. 64 Abs. 2 OG) entnehmen, dass sich der Vater liebevoll und vorsorglich um seinen Sohn kümmert und der inzwischen immerhin 10-jährige C. wünscht, mehr Zeit bei seinem Vater verbringen zu dürfen. Aus BGE 130 III 585 lässt sich jedoch nicht der Schluss ziehen, dass bei gutem Einvernehmen zwischen Kind und besuchsberechtigtem Elternteil in jedem Fall ein Besuchs- und Ferienrecht üblichen Umfangs zu gewähren sei. Vielmehr hat das Bundesgericht in konstanter Rechtsprechung betont, dass das Kindeswohl oberste Richtschnur bildet und eine Einschränkung des Besuchsrechts angezeigt sein kann, wenn das Kind sonst überfordert wäre (BGE 130 III 585 E. 2.1 S. 588; BGE 127 III 295 E. 4a S. 298; BGE 123 III 445 E. 3b S. 451). Hierfür sind nach der zitierten Rechtsprechung in jedem Fall die näheren Umstände abzuklären, damit im Einzelfall eine angemessene Regelung getroffen werden kann. Entgegen dieser Abklärungspflicht enthält der angefochtene Entscheid hierzu kaum relevante Feststellungen, und das Obergericht hat es auch nicht für nötig befunden, die beantragten einschlägigen Zeugen anzuhören, sondern es bei der formelhaften Erwägung bewenden lassen, bei der Auflösung des gemeinsamen Haushaltes pflege ein Kind als Folge des Zerwürfnisses zwischen den Elternteilen hin- und hergerissen zu werden, wodurch es belastet werde und leicht in Loyalitätskonflikte geraten könne. Tatsächlich können solche Belastungen und Loyalitätskonflikte auftreten (FELDER, Kinder und ihre Familien in schwierigen BGE 131 III 209 S. 213 psychosozialen Verhältnissen, in: Die Rechte des Kindes/Das UNO-Übereinkommen und seine Auswirkungen auf die Schweiz, Basel 2001, S. 210), sie sind aber keineswegs eine geradezu notwendige Begleiterscheinung elterlicher Trennung, wie das Obergericht anzunehmen scheint. Ohnehin ist die Beschränkung des Besuchsrechts eine letztlich wenig geeignete Massnahme, um der Tatsache, dass der Wechsel der Bezugsperson bei einem Kind Loyalitätskonflikte hervorrufen kann (BGE 123 III 445 E. 3b S. 451), zu begegnen. Es ist eine anerkannte kinderpsychologische Tatsache, dass sich die meisten Kinder eine harmonische Beziehung zu beiden Teilen, aber auch eine Versöhnung bzw. eine Wiedervereinigung zwischen den Eltern wünschen (ARNZTEN, Elterliche Sorge und Umgang mit Kindern, 2. Aufl., München 1994, S. 1 und 33). Dieser Umstand lässt sich durch besuchsrechtliche Restriktionen nicht beseitigen, jedenfalls nicht in grundsätzlicher Weise; insofern sind allfällig auftretende Loyalitätskonflikte des Kindes bis zu einem gewissen Grad als dem Besuchsrecht inhärente Erscheinung hinzunehmen, zumal in der kinderpsychologischen Literatur hervorgestrichen wird, dass die positiven Aspekte regelmässiger Besuche beim anderen Elternteil (namentlich Erleichterung der Trennungsverarbeitung, Ergänzung der Erziehungsstile, Identifizierungsmöglichkeit, Steigerung des Selbstwertgefühls, Beratungsmöglichkeit in der Pubertät und später bei der Berufswahl), die negativen Aspekte (anfängliche Beunruhigungen und mögliche Belastungen) überwiegen und die ungestillte Sehnsucht nach dem abwesenden Elternteil auf die Dauer die stärkeren und schädlicheren psychischen Auswirkungen zeitigt (ARNZTEN, a.a.O., S. 34 ff.), indem sich das Kind z.B. von diesem Elternteil ein irreales Bild aufbaut. Für den Fall elterlicher Konflikte hat die kinderpsychologische Forschung im Übrigen ergeben, dass Besuche eine entspannende Wirkung haben können, wenn sie richtig angelegt und einige Zeit durchgeführt werden, indem sich die Auswirkungen der Konfliktsituation bei jedem weiteren Besuch mehr und mehr verlieren (ARNZTEN, a.a.O., S. 43). Das bedingt, dass sich die Eltern bemühen, die Ausübung des Besuchsrechts nicht zum Anlass zu nehmen, ihre gegenseitigen Zwistigkeiten auszutragen. Nach dem Gesagten genügen jedenfalls die obergerichtlichen Hypothesen in ihrer allgemeinen Form nicht, um das Besuchsrecht ohne nähere Abklärungen zum Einzelfall einzuschränken. Wie oben ausgeführt würde sich dies einzig dann rechtfertigen, wenn BGE 131 III 209 S. 214 aufgrund der tatsächlichen Umstände davon auszugehen wäre, dass die Gewährung des üblichen Besuchs- und Ferienrechts das Kindeswohl gefährden würde. Mangels konkreter Feststellungen im angefochtenen Entscheid bleibt unklar, ob dies vorliegend der Fall ist, weshalb das Bundesgericht die korrekte Anwendung des einschlägigen Bundesrechts nicht abschliessend beurteilen kann. Die Sache ist demnach zur Vervollständigung des Sachverhaltes an die Vorinstanz zurückzuweisen (Art. 64 Abs. 1 OG)."
BGE 128 III 411 E. 3.2.1,"Il faut examiner tout d'abord quelle est la portée de cette maxime, et si le débiteur de la contribution d'entretien peut l'invoquer en sa faveur. BGE 128 III 411 S. 413 Selon le Message, la maxime inquisitoire de l'art. 145 al. 1 CC a la même portée que celle que la jurisprudence avait déduite de l'art. 156 al. 1 aCC (FF 1996 I 148 n. 234.102). Elle doit avoir également le même sens que celle de l'art. 280 al. 2 CC (ATF 118 II 93 consid. 1a p. 94). Le juge a donc le devoir d'éclaircir les faits et de prendre en considération d'office tous les éléments qui peuvent être importants pour rendre une décision conforme à l'intérêt de l'enfant, même si ce sont les parties qui, en premier lieu, lui soumettent les faits déterminants et les offres de preuve; il peut instruire selon son appréciation, en particulier administrer des moyens de preuve de façon inhabituelle et, de son propre chef, solliciter des rapports, même si cette manière de faire n'est pas prévue par le droit de procédure cantonal (ATF 122 I 53 consid. 4a p. 55; ATF 122 III 404 consid. 3d p. 408/409; ATF 111 II 225 consid. 4 p. 229). Partant, le juge n'est lié ni par les faits allégués, ni par les faits admis, ni par les moyens de preuve invoqués par les parties; il ordonne d'office l'administration de tous les moyens de preuve propres et nécessaires à établir les faits pertinents, en l'occurrence pour fixer la contribution d'entretien (sur la question, cf. également: VOGEL, ""Der Richter erforscht den Sachverhalt von Amtes wegen"", in recht 3/1985 p. 64 ss, spéc. 69 ss, avec d'autres citations). L'obligation pour le juge d'établir d'office les faits n'est cependant pas sans limite. Selon la jurisprudence relative à l'art. 280 al. 2 CC, la maxime inquisitoire ""ne dispense pas les parties d'une collaboration active à la procédure et d'étayer leurs propres thèses; il leur incombe ainsi de renseigner le juge sur les faits de la cause et de lui indiquer les moyens de preuve disponibles"", ce devoir s'imposant ""d'autant plus lorsque c'est le débiteur qui entend obtenir une réduction de la contribution d'entretien qu'il doit verser"" (arrêt 5C.27/1994 du 27 avril 1994, consid. 3; dans le même sens: Rep 1994 p. 311 no 33 [TI, I Camera civile]). La doctrine partage cette opinion (HAUSHEER/KOCHER, op. cit., n. 11.69; BREITSCHMID, Basler Kommentar, n. 5 ad art. 280 CC; HEGNAUER, Berner Kommentar, n. 113 ad art. 279/280 CC). Le fait que, à la différence d'autres normes légales (p. ex. l'art. 274d al. 3 CO; à ce sujet: ATF 125 III 231 consid. 4a p. 238/239), la disposition précitée n'institue pas explicitement une telle incombance n'infirme pas, a contrario, cette conclusion. Lors de la révision du droit de la filiation, le législateur a repris la réglementation de ""l'article 343, 2e et 4e alinéas, du code des obligations révisé, où la prescription sert l'intérêt du travailleur qui tire son entretien du produit de son travail"", considération qui s'applique aussi ""à l'action alimentaire de l'enfant"" (FF 1974 II 61 n. 322.42; dans le même sens: BGE 128 III 411 S. 414 HEGNAUER, op. cit., n. 112 ad art. 279/280 CC; BRÖNNIMANN, Gedanken zur Untersuchungsmaxime, in RJB 126/1990 p. 345/346). Or, il est unanimement admis que la maxime inquisitoire prévue par l'art. 343 al. 4 CO - dont la formulation est pratiquement identique à celle de l'art. 280 al. 2 CC - n'exonère pas les parties de collaborer à la procédure probatoire (FF 1967 II 416 in fine; ATF 107 II 233 consid. 2c p. 236; STAEHELIN, Zürcher Kommentar, n. 31 ad art. 343 CO et les nombreuses citations). Bien qu'elle ait été instaurée principalement dans l'intérêt de l'enfant, la maxime inquisitoire doit profiter également au débiteur de l'entretien; cette solution correspond d'ailleurs à la tendance actuelle de la jurisprudence (ATF 118 II 93 consid. 1a p. 94; arrêt 5C.27/1994, ibidem; ZR 100/2001 p. 162 consid. 5 [ZH, Kassationsgericht]) et de la doctrine (BREITSCHMID, op. cit., n. 7 ad art. 280 CC; BRÖNNIMANN, op. cit., p. 346; SPÜHLER, op. cit., p. 42; VOGEL, op. cit., p. 71; SPÜHLER/FREI-MAURER, Berner Kommentar, n. 33 ad art. 156 aCC). En effet, rien dans le texte légal ne permet de restreindre le bénéfice de l'instruction d'office au seul enfant; en outre, la règle est matériellement justifiée, dès lors que le débiteur de l'entretien a droit, en principe, à ce que son minimum vital soit préservé (ATF 123 III 1 consid. 3b/bb p. 5 et consid. 5 p. 9, ainsi que les références citées). Si l'autorité cantonale ne s'est pas acquittée de son devoir d'instruire d'office, la cause doit, en général, lui être renvoyée pour qu'elle complète la procédure probatoire (art. 64 al. 1 OJ; ATF 122 III 404 consid. 3d p. 408 et la doctrine citée)."
BGE 128 III 419 E. 2.2,"Après la conclusion du bail à ferme du 10 septembre 1993, qui prévoit une redevance mensuelle de 10'000 fr., les parties ont BGE 128 III 419 S. 422 signé deux autres documents, datés respectivement du 14 septembre 1993 et du 1er janvier 1995, qui portent la redevance mensuelle à 12'000 fr. Le litige qui oppose les parties concerne partiellement l'interprétation de ces deux documents et il convient préalablement de rappeler les principes applicables. En présence d'un litige sur l'interprétation d'un contrat, le juge doit tout d'abord s'efforcer de déterminer la commune et réelle intention des parties, sans s'arrêter aux expressions ou dénominations inexactes dont elles ont pu se servir, soit par erreur, soit pour déguiser la nature véritable de la convention (art. 18 al. 1 CO; ATF 127 III 444 consid. 1b). Il faut rappeler qu'un accord peut résulter non seulement de déclarations expresses concordantes, mais aussi d'actes concluants (art. 1 al. 2 CO). Déterminer ce qu'un cocontractant savait et voulait au moment de conclure relève des constatations de fait qui lient le Tribunal fédéral (ATF 118 II 58 consid. 3a; ATF 113 II 25 consid. 1a p. 27). Si la cour cantonale parvient à se convaincre d'une commune et réelle intention des parties, il s'agit d'une constatation de fait qui ne peut être remise en cause dans un recours en réforme (ATF 126 III 25 consid. 3c, 375 consid. 2e/aa; ATF 125 III 305 consid. 2b, 435 consid. 2a/aa). Si la volonté réelle des parties ne peut pas être établie ou si elle est divergente, le juge doit interpréter les déclarations et les comportements selon la théorie de la confiance (cf. ATF 127 III 444 consid. 1b). Il doit donc rechercher comment une déclaration ou une attitude pouvait être comprise de bonne foi en fonction de l'ensemble des circonstances (cf. ATF 126 III 59 consid. 5b p. 68, 375 consid. 2e/aa p. 380). Il doit être rappelé que le principe de la confiance permet d'imputer à une partie le sens objectif de sa déclaration ou de son comportement, même si celui-ci ne correspond pas à sa volonté intime (ATF 127 III 279 consid. 2c/ee p. 287; WIEGAND, Commentaire bâlois, n. 8 ad art. 18 CO; KRAMER, Commentaire bernois, n. 101 s. ad art. 1er CO; EUGEN BUCHER, Commentaire bâlois, n. 6 ad art. 1er CO; ENGEL, Traité des obligations en droit suisse, 2e éd., p. 216 s.). L'application du principe de la confiance est une question de droit que le Tribunal fédéral, saisi d'un recours en réforme, peut examiner librement (ATF 127 III 248 consid. 3a; ATF 126 III 25 consid. 3c, 59 consid. 5a, 375 consid. 2e/aa). Pour trancher cette question de droit, il faut cependant se fonder sur le contenu de la manifestation de volonté et sur les circonstances, lesquelles relèvent du fait (ATF 126 III 375 consid. 2e/aa; ATF 124 III 363 consid. 5a; ATF 123 III 165 consid. 3a). BGE 128 III 419 S. 423 En l'espèce, il n'apparaît pas que la cour cantonale se soit convaincue d'une réelle et commune intention des parties; elle s'est au contraire efforcée d'interpréter, selon le principe de la confiance, les documents produits et les circonstances. Il s'agit donc d'une question de droit que le Tribunal fédéral peut revoir librement."
